0,1,2,3,4,word,summary
17222.91355302581,2.400452912638715,0.005855212426757114,-0.002598727118662325,-0.0002923662277608541,summaryOfAllWords,15345.99061915442
7.409886692605781,-6.1662430854865224,-0.46253995217629323,-0.11020342447853931,-0.0033381417639696542,Tropensturm,17.588353471258376
-3.81056001797593,-0.4891111110154165,-0.6286955299121654,-0.20658929015969824,-0.009362888868345742,Asien,5.012868948949184
-5.816492611960566,0.5055205061991992,-0.6370580864117533,-0.38969201606607284,-0.017126407691005735,tropensturm asien,2.773625301501365
-2.187146937412293,-1.2336305128204066,-0.2827170527113655,-0.3297771506312836,-0.0033973846045771694,Mehrere,6.798146007238711
-5.2723004795785275,0.2528485406335008,-0.6162899024546078,-0.29089332751086316,-0.012687195242629484,asien mehrere,3.3734774525535647
27.86846111174019,-16.839110054808238,-0.7340316095953451,-0.45595269423971435,-0.017938697468055487,Tote,40.6607918041512
-2.497414443937794,-1.3727145825770968,-0.9464899151210147,-0.4585731891481705,-0.021130562693167376,mehrere tot+e,6.582577804873104
1.7321645304010111,-3.2772054033761293,-0.5296788365317266,-0.04981945295472914,-0.003341249736651765,Super-Taifun,11.217836054143826
-6.079114376419016,0.7349415109047102,-0.43709352631583026,-0.2333445778113119,-0.009865332480740063,tot+e super+-+taifun,2.4364111280967413
4.734714793802938,-4.848743534797331,-0.6097417127884034,-0.10514314230959637,-0.0062966811042875215,Ragasa,14.60620710829476
-2.5201236311047444,-1.0601579892997453,-0.39650989221535077,0.02101594454202562,0.0006893241629872988,super+-+taifun ragasa,6.423100949985783
0.6256116426210987,-2.78852977800375,-0.6946563674341849,-0.18974413423617298,-0.009591144823440659,Taiwan,10.009247270199376
-4.487328947436952,-0.1809936408706776,-0.6890343988080969,-0.29604710664393147,-0.013194453398790135,ragasa taiwan,4.269617779138711
21.129640851749137,-13.108817734761695,-0.07363731222899694,-0.17896931300274987,-0.029864728587436426,Der,32.965583207169495
-5.584425494485339,0.506156040665422,-0.3861736944685686,-0.10762828046834003,-0.0041725559965906656,taiwan der,2.9814722569839525
0.28151528630699474,-2.475697644000247,-0.3006924140523596,-0.10443104025977859,0.0007115053429757046,der tropensturm,9.562028121608261
-5.256565979308104,0.2842329812841313,-0.538808842311976,-0.21439744390063048,-0.00919618784652286,tropensturm ragasa,3.3736445474564207
1.4334589538347728,-3.103117870480686,-0.46927369328207524,-0.0034654565235096996,-0.0011588480331369624,erreicht,10.872942284309843
-5.70458833866844,0.4039160312359611,-0.7089190757126819,-0.44748511271262864,-0.01980032862286843,ragasa erreich+t,2.919127017644027
-5.570600338935595,0.5026428793386235,-0.374000273297607,-0.09496515414677881,-0.003595368188342149,voraussichtlich,2.9954510221555384
-5.570600338935595,0.5026428793386235,-0.374000273297607,-0.09496515414677881,-0.003595368188342149,erreich+t voraussichtlich,2.9954510221555384
-5.3615515167087455,0.3574308127616199,0.15377293403995557,-0.029396048479849557,-0.5706198121280315,heute,3.2495605100829636
-6.227568354310999,0.8524112150950558,-0.2986186685979333,-0.12890448673252042,-0.004989953554886774,voraussichtlich heute,2.2514672292091356
-2.8012214366158963,-0.9477950005741118,-0.5006791724502179,-0.06839181163069685,-0.003349306854678623,China,6.12111231907526
-6.232476728312681,0.8560473713416985,-0.29365396362864987,-0.12521727749424866,-0.004817434225158589,heute china,2.245466854585416
-5.574332359179536,0.5182510349139506,-0.31810874310121906,-0.045332979904619444,-0.0013081886181212712,internationalen,2.985324433822275
-5.574332359179536,0.5182510349139506,-0.31810874310121906,-0.045332979904619444,-0.0013081886181212712,china international+en,2.985324433822275
-5.56440723989585,0.5165619883740846,-0.30158655861784667,-0.029711626006965305,-0.000592578097451623,Flughafen,2.995021235372337
-5.56440723989585,0.5165619883740846,-0.30158655861784667,-0.029711626006965305,-0.000592578097451623,international+en flug+hafen,2.995021235372337
-5.128682295702241,0.2076847414190086,-0.5654822889904212,-0.2275096758533237,-0.009842816107572386,Hongkong,3.522231874031549
-5.552931714968214,0.512278763161393,-0.29329067105883827,-0.021243345304891883,-0.0002073159487001753,flug+hafen hongkong,3.0072354626846574
-5.546444677694838,0.5100761261784348,-0.28715419483369276,-0.015221038650990833,6.742658239842516e-05,sorgte,3.014048183753323
-6.2667296607257565,0.8808735653824349,-0.2582523809379906,-0.09903839832720035,-0.0035917568629887306,taiwan sorg+te,2.203846406679991
-1.107834508063264,-1.7578938013534076,-0.26382742528637904,-0.09756473561635781,0.0015767090423606522,bereits,7.998375334968571
-6.2700382021471395,0.8832181851019927,-0.25476141867443586,-0.09646761442163934,-0.003471317881376817,sorg+te bereits,2.19985083048297
-5.508544977315215,0.49855315929845,-0.2333700576696267,0.03474203729365163,0.002355170902254955,Verwüstungen,3.053330838688473
-5.508544977315215,0.49855315929845,-0.2333700576696267,0.03474203729365163,0.002355170902254955,bereits verwüstung+en,3.053330838688473
10.350102811385755,-7.6239545524894226,-0.313049357238008,0.0908757213233799,0.0032165328003742194,Das,20.870773673955373
-4.7026926145660894,-0.05249324606449868,-0.6542290457771569,-0.27742144937659224,-0.01227234803836344,Ausmaß,4.019533799853832
-5.427778859855103,0.457014171005687,-0.23416568129576554,0.0414654846395768,0.002627316937315726,der ausmaß,3.1441639803579102
-2.660713082336186,-0.9444031855766519,-0.11897035453961798,0.0018055905168274655,0.006293686221443926,erst,6.246131105960611
-5.133972573757138,0.2780451258384202,-0.3851518316317341,-0.06386237385882665,-0.0023522472331222698,ausmaß erst,3.4864834113201986
